cod interno do cliente,Descrição,codigo fornecedores,Detalhe,Aplicação,Diam.Copinho,Diam.Rolamento,Face a Face Cruzeta
350.31.NK,KIT ABRACADEIRA CRUZETA,NC03013,APLICA SERIE 350 /ORIGINAL COM PARAFUSO NUJL140,VM 210/220/260/270 MB 1419/171,49.00mm,,154.00mm
350.31.PA,BRACADEIRA DO TERMINAL,500462,"CRUZETA SPL 140X COM PARAFUSOS M12X1,25",MB 1620E/VM 230/ATEGO 2423,49.20mm,,140.00mm
350.31.RAP,BRACADEIRA DO TERMINAL,S343,"CRUZETA SPL 140X COM PARAFUSOS M12X1,25",MB 1620E/VM 230/ATEGO 2423,49.20mm,,140.00mm
350.31.SPI,BRACADEIRA DO TERMINAL,140.70.19,ORIGINAL/SEM PARAFUSO,MB 1620E/VM 230/ATEGO 2423,49.20mm,,140.00mm
350.32.LN,PORCA DA PONTEIRA,41.070,CARDAN/APLICA SERIE 350 E 370/PONTA FIXA ROSCA 30.00X2.00mm,MB LS1938/VOLVO FH12/IVECO 450,,,
350.32.PA,PORCA DA PONTEIRA,108399,CARDAN/ORIGINAL/APLICA SERIE 350 E 370/PONTA FIXA ROSCA 30.00X2.00mm,MB LS1938/VOLVO FH12/IVECO 450,,,
350.32.RAP,PORCA DA PONTEIRA,SC10410,CARDAN/ORIGINAL/APLICA SERIE 350 E 370/PONTA FIXA ROSCA 30.00X2.00mm,MB LS1938/VOLVO FH12/IVECO 450,,,
350.32.SPI,PORCA DA PONTEIRA,250.74.11,CARDAN/ORIGINAL/APLICA SERIE 350 E 370/PONTA FIXA ROSCA 30.00X2.00mm,MB LS1938/VOLVO FH12/IVECO 450,,,
350.33.LN,PARAFUSO DO FLANGE COM PORCA,41.207,12.00X45.00mm/APLICA FLANGE RANHURADA SERIE 350 E 360/CABECA SEXTAVADA 19.00mm,MB 1620E/MB ATEGO 2423,,,
350.33.PA,PARAFUSO SUPORTE CARDAN,4111223,12.00X45.00mm/ACO 8.8 /CABECA SEXTAVADA 19.00mm,MB 1620E/MB ATEGO 2423/FORD/VW,,,
350.35.DRC,SUPORTE CAVALETE,9197.4,APLICA SERIE 350 E 380,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.35.IMF,SUPORTE CAVALETE,F4104.T,APLICA SERIE 350 E 380/APLICA ROLAMENTO R632R(88510)/COM TRAVA,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.35.LN,SUPORTE CAVALETE,41.157,APLICA SERIE 350 E 380/APLICA ROLAMENTO R632R(88510)/COM TRAVA,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.35.RCB,SUPORTE CAVALETE,RCB(F4104.T),APLICA SERIE 350 E 380/APLICA ROLAMENTO R632R(88510)/COM TRAVA,MB 1620E/VM 230/ATEGO 2423,,50.00mm,
350.40.SB,RETENTOR RODA DIANTEIRA,2049,99.9 x 119.95 x 13.00 mm,MB OF1721,,,
350.D6.980.L,CARDAN COMPLETO,,CARDAN COMPLETO  SPL140,MB 1620E,,,
350.T7.1100.L,CARDAN COMPLETO,,CARDAN COMPLETO COM CONJ DESLIZANTE,MB 1620E,,,
360.10.ALB,CRUZETA DO CARDAN,ALBSPL170,ENTRE DIFERENCIAIS/N° ORIGINAL MB/COM GRAXEIRO,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.10.AMX,CRUZETA DO CARDAN,CTSPL170,ENTRE DIFERENCIAIS/N° ORIGINAL MB/COM GRAXEIRO,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.10.CC,CRUZETA DO CARDAN,3195,ENTRE DIFERENCIAIS/N° ORIGINAL MB,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.10.LN,CRUZETA DO CARDAN,801040,ENTRE DIFERENCIAIS/N° ORIGINAL MB,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.10.MRT,CRUZETA DO CARDAN,801036,ENTRE DIFERENCIAIS/N° ORIGINAL MB,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.10.NK,CRUZETA DO CARDAN,NUJL170,ENTRE DIFERENCIAIS/N° ORIGINAL MB,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.10.RCB,CRUZETA DO CARDAN,360.RCB,ENTRE DIFERENCIAIS/N° ORIGINAL MB,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.10.SPI,CRUZETA DO CARDAN,SPL170.1XS,ENTRE DIFERENCIAIS/N° ORIGINAL MB/COM GRAXEIRO,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.10.STH,CRUZETA DO CARDAN,CZ284,ENTRE DIFERENCIAIS/N° ORIGINAL MB,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.10A.SPI,CRUZETA DO CARDAN,SPL170XS,ENTRE DIFERENCIAIS/N° ORIGINAL MB,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.11.LN,GARFO DO CARDAN,41.124,ENTRE DIFERENCIAIS/BASE DE SOLDA Ө 110.50mm,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.11.RAP,GARFO DO CARDAN,S368,ENTRE DIFERENCIAIS/BASE DE SOLDA Ө 110.50mm,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.11.RCB,GARFO DO CARDAN,360.RCB,ENTRE DIFERENCIAIS/BASE DE SOLDA Ө 110.50mm,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.11.SC,GARFO DO CARDAN,SG06,ENTRE DIFERENCIAIS/BASE DE SOLDA Ө 110.50mm,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.11.SPI,GARFO DO CARDAN,170.28.47,ENTRE DIFERENCIAIS/BASE DE SOLDA Ө 110.50mm,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.11A.RAP,GARFO DO CARDAN,S652,ENTRE DIFERENCIAIS/APLICA LUVEIRA S659/BASE DE SOLDA Ө 91.05mm,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.11B.RAP,GARFO DO CARDAN,S652,,,55.00mm,,166.00mm
360.11B.SC,GARFO DO CARDAN,SG36,ENTRE DIFERENCIAIS/PROJETO SOROCARD/BASE DE SOLDA Ө 107.80mm,MB 2638/AXOR 2826/VOLVO FH12,55.00mm,,166.00mm
360.16.LN,FLANGE DE ORELHA,41.001,4 FUROS Ө 13.00mm/DISCO Ө 165.00mm/RANHURADO,MB 2638/MB AXOR 2826,55.00mm,,166.00mm
360.16.RAP,FLANGE DE ORELHA,S369,4 FUROS Ө 13.00mm/DISCO Ө 165.00mm/RANHURADO,MB 2638/ MB AXOR 2826,55.00mm,,166.00mm
360.16.RCB,FLANGE DE ORELHA,RCB(S369),4 FUROS Ө 13.00mm/DISCO Ө 165.00mm/RANHURADO,MB 2638/ MB AXOR 2826,55.00mm,,166.00mm
360.16.SPI,FLANGE DE ORELHA,170.2.45,4 FUROS Ө 13.00mm/DISCO Ө 165.00mm/RANHURADO,MB 2638/MB AXOR 2826,55.00mm,,166.00mm
360.16A.LN,FLANGE DE ORELHA,101038,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,VOLVO FH12,55.00mm,,166.00mm
360.16A.RAP,FLANGE DE ORELHA,S657,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,VOLVO FH12,55.00mm,,166.00mm
360.16A.RCB,FLANGE DE ORELHA,RCB(S657),4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,VOLVO FH12,55.00mm,,166.00mm
360.16A.SC,FLANGE DE ORELHA,SF26,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,VOLVO FH12,55.00mm,,166.00mm
360.16A.SPI,FLANGE DE ORELHA,170.2.35,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,VOLVO FH12,55.00mm,,166.00mm
360.16B.LN,FLANGE DE ORELHA,41.005,4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB 2625K/MB 2826KB,55.00mm,,166.00mm
360.16C.SC,FLANGE DE ORELHA,SF43,4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB AXOR 2726/2826/2831 EE,55.00mm,,166.00mm
360.16D.RAP,FLANGE DE ORELHA,S399,4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB AXOR 2726/2826,55.00mm,,166.00mm
360.16D.RCB,FLANGE DE ORELHA,RCB(S399),4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB AXOR 2726/2826,55.00mm,,166.00mm
360.16D.SPI,FLANGE DE ORELHA,5003993,4 FUROS Ө 13.00mm/DISCO Ө 150.00mm/RANHURADO,MB AXOR 2726/2826,55.00mm,,166.00mm
360.17.RAP,FLANGE DE ACOPLAMENTO,S364,31 ESTRIAS/DIFERENCIAL/ Ө 164.90.00mm/RANHURADA MONTA COM FLANGE ORELHA S369,MB 2635/2638,55.00mm,,166.00mm
360.17.RCB,FLANGE DE ACOPLAMENTO,RCB(S364),31 ESTRIAS/DIFERENCIAL/ Ө 164.90.00mm/RANHURADA MONTA COM FLANGE ORELHA S369,MB 2635/2638,55.00mm,,166.00mm
360.18.RAP,TUBO ESPECIAL ENTRE DIFERENCIAIS,SC10390,(Ө INT A=100.70mm X ESPESSURA=5.00mm X Ө INT B=91.1mm COMPRIMENTO=169mm,OPALA/CHEVETE/CARAVAN,,,
360.22.RAP,LUVEIRA DO CARDAN,S659,34 ESTRIAS/BASE DE SOLDA INT Ө 100.60mm/MONTA COM KIT S502(RAP),MB AXOR 2826/VM 310,55.00mm,,166.00mm
360.22.RCB,LUVEIRA DO CARDAN,360.RCB,34 ESTRIAS/BASE DE SOLDA INT Ө 100.60mm/MONTA COM KIT S502(RAP),MB AXOR 2826/VM 310,55.00mm,,166.00mm
360.22A.RAP,LUVEIRA DO CARDAN,S653,34 ESTRIAS/BASE DE SOLDA INT Ө 100.60mm/MONTA COM KIT S501(RAP),MB 2638,55.00mm,,166.00mm
360.22B.RAP,LUVEIRA DO CARDAN,S651,34 ESTRIAS/BASE DE SOLDA INT Ө 110.50mm/MONTA COM KIT S500(RAP),VOLVO FH12,55.00mm,,166.00mm
360.22C.RAP,LUVEIRA DO CARDAN,S677,34 ESTRIAS/BASE DE SOLDA INT Ө 110.45mm/MONTA COM KIT S506(RAP),MB AXOR 2826/3344,55.00mm,,166.00mm
360.23.RAP,PONTUVA DO CARDAN,S658,34 ESTRIAS/APLICA KIT S502(RAP)/MEDIDA=305.00mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA)/ENTRE DIF.,MB AXOR 2826/VOLVO VM310,55.00mm,,166.00mm
360.23.RCB,PONTUVA DO CARDAN,360.RCB,34 ESTRIAS/APLICA KIT S502(RAP)/MEDIDA=305.00mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA)/ENTRE DIF.,MB AXOR 2826/VOLVO VM310,55.00mm,,166.00mm
360.23A.RAP,PONTUVA DO CARDAN,S388,34 ESTRIAS/APLICA KIT S500 E S501(RAP)/MEDIDA=380.00mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA),MB 2638/VOLVO FH12,55.00mm,,166.00mm
360.23B.RAP,PONTUVA DO CARDAN,S676,34 ESTRIAS/APLICA KIT S506(RAP)/MEDIDA=3250.00mm (DE CENTRO DA CRUZETA A FACE DA PONTEIRA),MX AXOR 2826/3344,55.00mm,,166.00mm
360.24.RAP,KIT PONTUVA LUVEIRA,S500,KIT COMPLETO,VOLVO FH12,55.00mm,,166.00mm
360.24.RCB,KIT PONTUVA LUVEIRA,360.RCB,KIT COMPLETO,VOLVO FH12,55.00mm,,166.00mm
360.24A.RAP,KIT PONTUVA LUVEIRA,S501,KIT COMPLETO,MB 2638,55.00mm,,166.00mm
360.24B.RAP,KIT PONTUVA LUVEIRA,S502,KIT COMPLETO,MB AXOR 2826/VOLVO VM 310,55.00mm,,166.00mm
360.24C.RAP,KIT ENTRE DIFERENCIAIS,S506,MONTADO COM S368/S677/SC10381/S676 COMP 450mm FECHADO,AXOR 2826/VOLVO VM 310,55.00mm,,166.00mm
360.29.LN,CAPA DA PONTUVA,41.431,APLICA KIT S501/S502/BASE SOLDA Ө 105.20mm/COMPRIMENTO 159.50mm/RETENTOR Ө INTERNO=110.00mm,MB AXOR 2826/VOLVO VM 310,55.00mm,,166.00mm
360.29.RAP,CAPA DA PONTUVA,SC10381,APLICA KIT S501/S502/BASE SOLDA Ө 105.20mm/COMPRIMENTO 159.50mm/RETENTOR Ө INTERNO=110.00mm,MB AXOR 2826/VOLVO VM 310,55.00mm,,166.00mm
360.29.RCB,CAPA DA PONTUVA,360.RCB,APLICA KIT S501/S502/BASE SOLDA Ө 105.20mm/COMPRIMENTO 159.50mm/RETENTOR Ө INTERNO=110.00mm,MB AXOR 2826/VOLVO VM 310,55.00mm,,166.00mm
360.33D.PA,PARAFUSO DO FLANGE,500209,"PARAF 12.00X 1,75mmX50.00mm",MB 2625/2628/2635/2638,,,
360.40A.SB,RETENTOR DIFERENCIAL,8198823/5937ARCA,"82,50 X 153,00 X 139,75 X 16,50 mm",VW / FORC/ IVECO,,,
370.10.ALB,CRUZETA DO CARDAN,ALBSPL250,N° ORIGINAL MB,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.10.CC,CRUZETA DO CARDAN,1938,N° ORIGINAL MB,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.10.NK,CRUZETA DO CARDAN,NUJL250,N° ORIGINAL MB,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.10.NK.DIST,CRUZETA DO CARDAN,NUJL250,N° ORIGINAL MB,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.10.RCB,CRUZETA DO CARDAN,370.RCB,N° ORIGINAL MB,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.10.SPI,CRUZETA DO CARDAN,SPL250.1XS,N° ORIGINAL MB,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.10.STH,CRUZETA DO CARDAN,CZ232/8127182,N° ORIGINAL MB,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.10A.AMX,CRUZETA DO CARDAN,CTSPL250,N° ORIGINAL MB,VW 31.320 CONSTALATION/MB 1938,60.00mm,,165.00mm
370.10A.MRT,CRUZETA DO CARDAN,801037,N° ORIGINAL MB,VW 31.320 CONSTALATION/MB 1938,60.00mm,,165.00mm
370.10A.SPI,CRUZETA DO CARDAN,SPL250XS,N° ORIGINAL MB,VW 31.320 CONSTALATION/MB 1938,60.00mm,,165.00mm
370.11.LN,GARFO DO CARDAN,41.052,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.28.17,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.11.RAP,GARFO DO CARDAN,S308,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.28.17,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.11.RCB,GARFO DO CARDAN,370.RCB,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.28.17,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.11.SC,GARFO DO CARDAN,SG22,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.28.17,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.11.SPI,GARFO DO CARDAN,5010143,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.28.17,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.15.IN,PONTEIRA FIXA,5316,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.53.31X(SPI),MB 1938/VOLVOFH12/IVECO 450E31,,60.00mm,
370.15.LN,PONTEIRA FIXA,41.154,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.53.31X(SPI),MB 1938/VOLVOFH12/IVECO 450E31,,60.00mm,
370.15.RAP,PONTEIRA FIXA,SP3011,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.53.31X(SPI),MB 1938/VOLVOFH12/IVECO 450E31,,60.00mm,
370.15.RCB,PONTEIRA FIXA,370.RCB,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.53.31X(SPI),MB 1938/VOLVOFH12/IVECO 450E31,,60.00mm,
370.15.SPI,PONTEIRA FIXA,5010141/250.53.31X,BASE DE SOLDA Ө 120.50mm/ANTIGO 250.53.31X(SPI),MB 1938/VOLVOFH12/IVECO 450E31,,60.00mm,
370.16.LN,FLANGE DE ORELHA,101039,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.16.NK,FLANGE DE ORELHA,NC04005,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.16.RAP,FLANGE DE ORELHA,S203,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.16.RCB,FLANGE DE ORELHA,RCB(250.2.15),4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.16.SPI,FLANGE DE ORELHA,250.2.15,4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,60.00mm,,165.00mm
370.17.LN,FLANGE DE ACOPLAMENTO,101031,CARDAN/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,,,
370.17.NK,FLANGE DE ACOPLAMENTO,NC04007,CARDAN/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,,,
370.17.RAP,FLANGE DE ACOPLAMENTO,S320,CARDAN/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,,,
370.17.RCB,FLANGE DE ACOPLAMENTO,RCB(S320),CARDAN/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,,,
370.17.SC,FLANGE DE ACOPLAMENTO,SA18,CARDAN/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,,,
370.17.SPI,FLANGE DE ACOPLAMENTO,250.1.15,CARDAN/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938/VOLVOFH12/IVECO 450E31,,,
370.17A.RAP,FLANGE DE ACOPLAMENTO,S672,DIFERENCIAL 19 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO/ RET. Ө 68.00 mm,VOLVO 420/VOLVO 520,,,
370.17B.LN,FLANGE DE ACOPLAMENTO,101056,DIFERENCIAL 21 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO/RETENTOR Ө 80.00mm,VOLVO FH/FM/VM,,,
370.17B.RAP,FLANGE DE ACOPLAMENTO,S631,DIFERENCIAL 21 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO/RETENTOR Ө 90.00mm,VOLVO FH/FM/VM,,,
370.17C.RAP,FLANGE DE ACOPLAMENTO,S600,CAMBIO ZF 21 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,VOLVO FH/FM/VM,,,
370.17D.RAP,FLANGE DE ACOPLAMENTO,S341,CAMBIO EATON 54 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,VOLVO VM310,,,
370.17E.LN,FLANGE DE ACOPLAMENTO,41.252,CAMBIO ZF 38 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,IVECO STRALIS 420/EUROT 450E32,,,
370.17E.RAP,FLANGE DE ACOPLAMENTO,S361,CAMBIO ZF 38 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,IVECO STRALIS 420/EUROT 450E32,,,
370.17F.JR,FLANGE DE ACOPLAMENTO,S718,CAMBIO ZF 30 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 200.00mm/RANHURADO,MB AXOR 3340/3344. ACTROS 2646,68.00mm,,
370.17F.RAP,FLANGE DE ACOPLAMENTO,S345,DIFERENCIAL 46 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,IVECO STRALIS 420/EUROTEC 320,,,
370.17F.RCB,FLANGE DE ACOPLAMENTO,RCB(S345),DIFERENCIAL 46 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,IVECO STRALIS 420/EUROTEC 320,,,
370.17G.JR,FLANGE DE ACOPLAMENTO,S361,CAMBIO ZF 38 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,IVECO STRALIS 420/EUROT 450E32,,,
370.17G.RAP,FLANGE DE ACOPLAMENTO,S378,1°DIFERENCIAL 39 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,IVECO STRALIS TRACADO 6X4,,,
370.17H.JR,FLANGE DE ACOPLAMENTO,S345,DIFERENCIAL 46 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,IVECO STRALIS 420/EUROTEC 320,,,
370.17H.RAP,FLANGE DE ACOPLAMENTO,S352,DIFERENCIAL 31 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1941/MB 1935,,,
370.17I.RAP,FLANGE DE ACOPLAMENTO,S380,DIFERENCIAL/31 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,DIFERENCIAL MB 1938/AXOR 2540,,,
370.17J.RAP,FLANGE DE ACOPLAMENTO,S617,DIFERENCIAL 28  ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,DIFERENCIAL MB AXOR 2428/2325,,,
370.17K.RAP,FLANGE DE ACOPLAMENTO,S699,DIFERENCIAL 19 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 180.00mm/RANHURADO/RET. Ө 76.25mm,VOLVO 420/VOLVO 520,,,
370.17K.SC,FLANGE DE ACOPLAMENTO,SA16,DIFERENCIAL 24  ESTRIAS/8 FUROS Ө 65.0mm/DISCO Ө 165.00mm/RANHURADO,DIFERENCIAL MB 2318/2418,,,
370.17L.RAP,FLANGE DE ACOPLAMENTO,S713,CAMBIO 30  ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,CAMBIO MB AXOR 2428/2638/2726/,,,
370.17L.RCB,FLANGE DE ACOPLAMENTO,RCB(S713),CAMBIO 30  ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,CAMBIO MB AXOR 2428/2638/2726/,,,
370.17M.RAP,FLANGE DE ACOPLAMENTO,S822,,CAMBIO MB GO 190-6 MB O500,,,
370.17N.JR,FLANGE DE ACOPLAMENTO,S822,CAMBIO 24  ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,CAMBIO MB GO 190-6 MB O500,,,
370.17N.RAP,FLANGE DE ACOPLAMENTO,S686,FLANGE RANHURADA DE ACOPLAMENTO DO DIFERENCIAL 46 ESTRIAS (E),FIAT IVECO Novo Stralis,"82,60MM",,180MM
370.17O.RAP,FLANGE DE ACOPLAMENTO,S389,DIFERENCIAL  31  ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 176.00mm/RANHURADO,MB 1938-1944 S ANO 2004,,,
370.17P.RAP,FLANGE DE ACOPLAMENTO,S639,31 ESTRIAS/4 FUROS Ө 15.50mm/DISCO Ө 180.00mm/RANHURADO,IVECO STRALIS 420/520,,,
370.18.LAL,TUBO DO CARDAN,363,(120.00X6.00mm)Ө EXT=120.00mm/Ө INT=108.00mm/ESPESSURA=6.00mm,SCANIA P600 SERIE IMPORTADA,,,
370.18.TB,TUBO DO CARDAN 130.00x5.00,003635 CT,(130.00X5.00mm)Ө EXT=130.00mm/Ө INT=120.00mm/ESPESSURA=5.00mm,MB 1938/VOLVO FH12/IVECO 450E3,,,
370.18A.TB,TUBO DO CARDAN,2305,(120.00X6.00mm)Ө EXT=120.00mm/Ө INT=108.00mm/ESPESSURA=6.00mm,SCANIA P600 SERIE IMPORTADA,,,
370.19.LN,TERMINAL YOKE CARDAN,41.002,46 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1938/VOLVO FH12/IVECO 450E3,60.00mm,,165.00mm
370.19.RAP,TERMINAL YOKE CARDAN,S334,46 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1938/VOLVO FH12/IVECO 450E3,60.00mm,,165.00mm
370.19.RCB,TERMINAL YOKE CARDAN,370.RCB,46 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1938/VOLVO FH12/IVECO 450E3,60.00mm,,165.00mm
370.19.SC,TERMINAL YOKE CARDAN,ST48,46 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1938/VOLVO FH12/IVECO 450E3,60.00mm,,165.00mm
370.19.SPI,TERMINAL YOKE CARDAN,250.4.871.1,46 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1938/VOLVO FH12/IVECO 450E3,60.00mm,,165.00mm
370.19.STH,TERMINAL YOKE CARDAN,HTM602,46 ESTRIAS/FURO ROSCADO Ө 12.00mm,MB 1938/VOLVO FH12/IVECO 450E3,60.00mm,,165.00mm
370.20.RAP,TERMINAL YOKE CAMBIO,S348,38 ESTRIAS/RETENTOR Ө 90.00mm/FURO ROSCADO Ө 12.00mm/CAMBIO ZF,MB LS1938,60.00mm,,165.00mm
370.20.RCB,TERMINAL YOKE CAMBIO,370.RCB,38 ESTRIAS/RETENTOR Ө 90.00mm/FURO ROSCADO Ө 12.00mm/CAMBIO ZF,MB LS1938,60.00mm,,165.00mm
370.20.SPI,TERMINAL YOKE CAMBIO,250.4.581.1,38 ESTRIAS/RETENTOR Ө 90.00mm/FURO ROSCADO Ө 12.00mm/CAMBIO ZF,MB LS1938,60.00mm,,165.00mm
370.21.LN,TERMINAL YOKE DIFERENCIAL,35.306,31 ESTRIAS/RETENTOR Ө 84.90mm/FURO ROSCADO Ө 12.00mm/DIFERENCIAL MB,MB LS1938,60.00mm,,165.00mm
370.21.RAP,TERMINAL YOKE DIFERENCIAL,S335,31 ESTRIAS/RETENTOR Ө 84.90mm/FURO ROSCADO Ө 12.00mm/DIFERENCIAL MB,MB LS1938,60.00mm,,165.00mm
370.21.RCB,TERMINAL YOKE DIFERENCIAL,370.RCB,31 ESTRIAS/RETENTOR Ө 84.90mm/FURO ROSCADO Ө 12.00mm/DIFERENCIAL MB,MB LS1938,60.00mm,,165.00mm
370.21.SPI,TERMINAL YOKE DIFERENCIAL,250.4.591.1,31 ESTRIAS/RETENTOR Ө 84.90mm/FURO ROSCADO Ө 12.00mm/DIFERENCIAL MB,MB LS1938,60.00mm,,165.00mm
